index,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Meaning of Type of operation or tax status code,Number of establishments,"Value of sales, shipments, receipts, revenue, or business done ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of employees,Number of nonemployer establishments,"Nonemployer value of sales, shipments, receipts, revenue, or business done ($1,000)"
1168,Oregon,81,Other services (except public administration),Establishments exempt from federal income tax,"1,636","1,915,673","354,757","86,730","9,738",N,N
1169,Pennsylvania,21,"Mining, quarrying, and oil and gas extraction",Total,"1,038","21,579,155","2,760,044",N,"40,276","3,392","244,387"
1170,Pennsylvania,22,Utilities,Total,757,Q,"3,061,256","908,888","30,687",872,"31,912"
1171,Pennsylvania,23,Construction,Total,"24,881","55,256,078","11,771,987","2,639,996","238,226","91,156","5,254,118"
1172,Pennsylvania,31-33,Manufacturing,Total,"13,988","231,396,178","28,057,815",N,"543,641","14,067","744,414"
1173,Pennsylvania,42,Wholesale trade,Wholesale Trade,"15,053","295,598,683","14,995,734","4,020,440","242,365","14,011","1,290,958"
1174,Pennsylvania,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","12,568","191,170,147","11,203,814","2,774,155","195,004",N,N
1175,Pennsylvania,42,Wholesale trade,Manufacturers' sales branches and offices,840,"75,146,727","3,137,169","1,082,960","34,555",N,N
1176,Pennsylvania,44-45,Retail trade,Total,"43,952","178,794,945","15,330,584","3,731,437","643,903","79,085","3,548,023"
1177,Pennsylvania,48-49 (104),Transportation and warehousing (104),Total,"8,175","25,255,321","7,843,461","1,904,144","209,798","31,447","2,137,774"
1178,Pennsylvania,51,Information,Total,"5,109",N,"8,996,878","2,581,183","130,606","10,350","331,207"
1179,Pennsylvania,52,Finance and insurance,Total,"17,733",N,"20,439,255","5,942,571","266,764","25,539","1,858,163"
1180,Pennsylvania,53,Real estate and rental and leasing,Total,"9,438","13,363,954","2,617,513","639,526","58,585","81,039","7,733,255"
1181,Pennsylvania,54,"Professional, scientific, and technical services",All establishments,"29,297","54,833,848","22,621,523","5,438,314","316,658","114,435","5,035,439"
1182,Pennsylvania,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"29,113","54,014,000","22,242,036","5,342,745","310,692",N,N
1183,Pennsylvania,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,184,"819,848","379,487","95,569","5,966",N,N
1184,Pennsylvania,55,Management of companies and enterprises,Total,"2,344","3,836,409","16,492,975","4,568,526","165,101",N,N
1185,Pennsylvania,56,Administrative and support and waste management and remediation services,Total,"15,046","23,120,913","9,643,712","2,277,255","310,656","54,867","1,285,242"
1186,Pennsylvania,61,Educational services,All establishments,"2,315","1,983,181","662,010","159,408","22,560","23,465","313,443"
1187,Pennsylvania,61,Educational services,Establishments subject to federal income tax,"1,834","1,326,960","444,221","106,742","15,625",N,N
1188,Pennsylvania,61,Educational services,Establishments exempt from federal income tax,481,"656,221","217,789","52,666","6,935",N,N
1189,Pennsylvania,62,Health care and social assistance,All establishments,"36,552","96,329,248","39,326,621","9,516,445","955,479","62,641","1,973,523"
1190,Pennsylvania,62,Health care and social assistance,Establishments subject to federal income tax,"27,983","43,779,701","19,364,339","4,583,819","433,818",N,N
1191,Pennsylvania,62,Health care and social assistance,Establishments exempt from federal income tax,"8,569","52,549,547","19,962,282","4,932,626","521,661",N,N
1192,Pennsylvania,71,"Arts, entertainment, and recreation",All establishments,"4,402","8,747,939","2,742,158","619,372","99,568","42,478","886,731"
1193,Pennsylvania,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"3,117","6,763,773","2,052,594","465,891","67,396",N,N
1194,Pennsylvania,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,"1,285","1,984,166","689,564","153,481","32,172",N,N
1195,Pennsylvania,72,Accommodation and food services,Total,"27,646","23,504,192","6,377,368","1,525,631","439,159","12,171","585,941"
1196,Pennsylvania,81,Other services (except public administration),All establishments,"25,231","17,736,683","4,366,646","1,064,308","154,319","105,754","2,885,286"
1197,Pennsylvania,81,Other services (except public administration),Establishments subject to federal income tax,"20,247","10,517,425","3,078,900","745,200","114,850",N,N
1198,Pennsylvania,81,Other services (except public administration),Establishments exempt from federal income tax,"4,984","7,219,258","1,287,746","319,108","39,469",N,N
1199,Rhode Island,21,"Mining, quarrying, and oil and gas extraction",Total,17,D,D,N,c,11,807
1200,Rhode Island,22,Utilities,Total,39,Q,"108,147","27,470","1,217",55,874
1201,Rhode Island,23,Construction,Total,"2,871","4,770,943","853,951","187,437","17,501","8,277","428,960"
1202,Rhode Island,31-33,Manufacturing,Total,"1,509","11,262,158","2,076,464",N,"39,608","1,184","51,491"
1203,Rhode Island,42,Wholesale trade,Wholesale Trade,"1,367","27,840,419","1,321,875","347,556","20,235","1,231","109,384"
1204,Rhode Island,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","1,158","22,310,389","1,000,220","258,947","15,697",N,N
1205,Rhode Island,42,Wholesale trade,Manufacturers' sales branches and offices,80,"3,375,531","284,767","79,786","3,795",N,N
1206,Rhode Island,44-45,Retail trade,Total,"3,795","12,063,865","1,206,564","291,814","47,688","5,473","280,802"
1207,Rhode Island,48-49 (104),Transportation and warehousing (104),Total,610,"1,153,478","363,060","87,013","11,271","2,096","109,118"
1208,Rhode Island,51,Information,Total,435,N,"445,127","122,843","7,236",982,"33,019"
1209,Rhode Island,52,Finance and insurance,Total,"1,311",N,"2,005,821","552,140","25,216","2,056","141,239"
1210,Rhode Island,53,Real estate and rental and leasing,Total,"1,058","1,119,783","218,519","51,076","5,615","9,106","814,917"
1211,Rhode Island,54,"Professional, scientific, and technical services",All establishments,"2,997","3,338,161","1,310,139","308,190","21,165","11,470","478,055"
1212,Rhode Island,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"2,980","3,316,794","1,300,184","305,949","20,991",N,N
1213,Rhode Island,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,17,"21,367","9,955","2,241",174,N,N
1214,Rhode Island,55,Management of companies and enterprises,Total,190,D,D,D,j,N,N
1215,Rhode Island,56,Administrative and support and waste management and remediation services,Total,"1,651","1,601,352","633,556","145,675","21,201","5,343","123,433"
1216,Rhode Island,61,Educational services,All establishments,295,"124,557","41,185","10,384","1,942","2,600","30,226"
1217,Rhode Island,61,Educational services,Establishments subject to federal income tax,226,"86,920","26,015","6,235","1,371",N,N
1218,Rhode Island,61,Educational services,Establishments exempt from federal income tax,69,"37,637","15,170","4,149",571,N,N
1219,Rhode Island,62,Health care and social assistance,All establishments,"3,236","8,223,005","3,556,023","851,938","84,067","5,678","175,446"
1220,Rhode Island,62,Health care and social assistance,Establishments subject to federal income tax,"2,470","3,467,013","1,535,810","359,207","35,597",N,N
1221,Rhode Island,62,Health care and social assistance,Establishments exempt from federal income tax,766,"4,755,992","2,020,213","492,731","48,470",N,N
1222,Rhode Island,71,"Arts, entertainment, and recreation",All establishments,537,"780,187","215,888","46,254","8,798","4,520","95,467"
1223,Rhode Island,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,406,"593,486","150,403","33,219","6,108",N,N
1224,Rhode Island,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,131,"186,701","65,485","13,035","2,690",N,N
1225,Rhode Island,72,Accommodation and food services,Total,"2,973","2,481,314","705,886","164,635","44,063",991,"48,179"
1226,Rhode Island,81,Other services (except public administration),All establishments,"2,276","1,444,599","390,880","93,795","13,046","10,902","279,078"
1227,Rhode Island,81,Other services (except public administration),Establishments subject to federal income tax,"1,838","884,838","273,399","66,009","9,862",N,N
1228,Rhode Island,81,Other services (except public administration),Establishments exempt from federal income tax,438,"559,761","117,481","27,786","3,184",N,N
1229,South Carolina,21,"Mining, quarrying, and oil and gas extraction",Total,75,"312,748","63,013",N,"1,151",75,"4,990"
1230,South Carolina,22,Utilities,Total,333,Q,"955,667","282,518","11,956",224,"8,765"
1231,South Carolina,23,Construction,Total,"8,139","15,184,191","2,670,156","625,893","68,701","34,514","1,956,858"
1232,South Carolina,31-33,Manufacturing,Total,"3,854","99,160,840","10,082,122",N,"207,396","4,152","180,428"
1233,South Carolina,42,Wholesale trade,Wholesale Trade,"5,027","59,732,215","3,367,644","813,022","64,418","5,268","407,278"
1234,South Carolina,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","4,337","45,520,900","2,806,229","669,781","54,949",N,N
1235,South Carolina,42,Wholesale trade,Manufacturers' sales branches and offices,234,"9,306,989","444,312","116,295","6,794",N,N
1236,South Carolina,44-45,Retail trade,Total,"17,586","58,093,824","4,954,561","1,210,659","220,438","27,222","1,326,651"
1237,South Carolina,48-49 (104),Transportation and warehousing (104),Total,"2,497","5,442,977","1,859,027","450,880","48,696","12,138","854,863"
1238,South Carolina,51,Information,Total,"1,436",N,"1,796,463","462,814","34,056","3,383","96,834"
1239,South Carolina,52,Finance and insurance,Total,"7,204",N,"3,510,217","960,032","66,331","9,880","655,914"
1240,South Carolina,53,Real estate and rental and leasing,Total,"4,692","4,334,437","825,938","198,387","23,189","33,972","2,611,959"
1241,South Carolina,54,"Professional, scientific, and technical services",All establishments,"9,721","12,721,691","4,817,285","1,163,135","79,824","34,033","1,265,522"
1242,South Carolina,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"9,688","12,645,313","4,789,242","1,155,478","79,433",N,N
1243,South Carolina,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,33,"76,378","28,043","7,657",391,N,N
1244,South Carolina,55,Management of companies and enterprises,Total,631,"792,982","1,839,793","471,502","20,722",N,N
1245,South Carolina,56,Administrative and support and waste management and remediation services,Total,"5,487","9,662,702","4,437,885","1,064,063","156,401","32,872","641,151"
1246,South Carolina,61,Educational services,All establishments,767,"259,757","80,701","18,832","4,278","7,075","83,685"
1247,South Carolina,61,Educational services,Establishments subject to federal income tax,666,"229,590","68,259","15,763","3,748",N,N
1248,South Carolina,61,Educational services,Establishments exempt from federal income tax,101,"30,167","12,442","3,069",530,N,N
1249,South Carolina,62,Health care and social assistance,All establishments,"9,848","22,941,292","8,687,250","2,133,674","212,444","21,194","534,305"
1250,South Carolina,62,Health care and social assistance,Establishments subject to federal income tax,"8,346","13,822,727","5,384,985","1,276,766","132,360",N,N
1251,South Carolina,62,Health care and social assistance,Establishments exempt from federal income tax,"1,502","9,118,565","3,302,265","856,908","80,084",N,N
1252,South Carolina,71,"Arts, entertainment, and recreation",All establishments,"1,525","1,812,785","431,789","98,279","24,918","14,113","256,203"
1253,South Carolina,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"1,226","1,471,373","318,426","71,539","17,936",N,N
1254,South Carolina,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,299,"341,412","113,363","26,740","6,982",N,N
1255,South Carolina,72,Accommodation and food services,Total,"9,828","9,763,818","2,650,492","619,112","185,282","5,233","190,588"
1256,South Carolina,81,Other services (except public administration),All establishments,"6,666","4,464,871","1,302,278","327,324","44,374","56,291","1,340,942"
1257,South Carolina,81,Other services (except public administration),Establishments subject to federal income tax,"5,482","3,006,743","1,000,916","254,052","34,926",N,N
1258,South Carolina,81,Other services (except public administration),Establishments exempt from federal income tax,"1,184","1,458,128","301,362","73,272","9,448",N,N
1259,South Dakota,21,"Mining, quarrying, and oil and gas extraction",Total,63,"428,759","64,012",N,"1,193",92,"5,884"
1260,South Dakota,22,Utilities,Total,158,Q,"162,748","45,027","2,216",70,"2,246"
1261,South Dakota,23,Construction,Total,"2,921","4,189,936","758,050","158,367","19,795","7,151","406,744"
1262,South Dakota,31-33,Manufacturing,Total,"1,025","16,882,647","1,764,745",N,"41,931",968,"30,556"
1263,South Dakota,42,Wholesale trade,Wholesale Trade,"1,487","25,291,920","826,974","198,324","17,702",891,"70,139"
1264,South Dakota,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","1,317","20,411,059","756,858","180,795","15,827",N,N
1265,South Dakota,42,Wholesale trade,Manufacturers' sales branches and offices,73,"2,095,418","50,706","12,982",877,N,N
1266,South Dakota,44-45,Retail trade,Total,"3,843","13,791,827","1,127,273","271,247","49,867","7,648","256,519"
1267,South Dakota,48-49 (104),Transportation and warehousing (104),Total,"1,146","1,526,204","370,640","89,862","9,549","2,914","311,140"
1268,South Dakota,51,Information,Total,446,N,"286,280","73,456","6,750",612,"16,737"
1269,South Dakota,52,Finance and insurance,Total,"1,958",N,"1,253,680","341,607","26,472","2,992","169,323"
1270,South Dakota,53,Real estate and rental and leasing,Total,962,"582,825","105,689","23,348","3,526","7,249","674,664"
1271,South Dakota,54,"Professional, scientific, and technical services",All establishments,"1,822","1,315,353","482,252","113,868","11,144","5,932","189,326"
1272,South Dakota,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"1,806","1,310,001","479,539","113,200","11,083",N,N
1273,South Dakota,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,16,"5,352","2,713",668,61,N,N
1274,South Dakota,55,Management of companies and enterprises,Total,159,"437,861","373,940","99,281","4,684",N,N
1275,South Dakota,56,Administrative and support and waste management and remediation services,Total,"1,085","807,158","316,106","72,842","11,555","3,823","73,210"
1276,South Dakota,61,Educational services,All establishments,128,"32,593","11,253","2,943",750,"1,481","14,963"
1277,South Dakota,61,Educational services,Establishments subject to federal income tax,100,"24,161","8,025","2,231",647,N,N
1278,South Dakota,61,Educational services,Establishments exempt from federal income tax,28,"8,432","3,228",712,103,N,N
1279,South Dakota,62,Health care and social assistance,All establishments,"2,298","6,211,731","2,558,428","602,184","63,494","5,037","129,249"
1280,South Dakota,62,Health care and social assistance,Establishments subject to federal income tax,"1,544","2,023,230","829,827","195,155","20,514",N,N
1281,South Dakota,62,Health care and social assistance,Establishments exempt from federal income tax,754,"4,188,501","1,728,601","407,029","42,980",N,N
1282,South Dakota,71,"Arts, entertainment, and recreation",All establishments,668,"437,205","102,872","22,927","6,204","3,293","53,495"
1283,South Dakota,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,526,"352,756","73,028","16,745","4,636",N,N
1284,South Dakota,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,142,"84,449","29,844","6,182","1,568",N,N
1285,South Dakota,72,Accommodation and food services,Total,"2,363","1,873,699","514,205","117,331","37,974",986,"34,221"
1286,South Dakota,81,Other services (except public administration),All establishments,"1,805","939,469","214,113","50,847","8,371","8,731","219,691"
1287,South Dakota,81,Other services (except public administration),Establishments subject to federal income tax,"1,363","578,227","152,946","36,204","6,155",N,N
1288,South Dakota,81,Other services (except public administration),Establishments exempt from federal income tax,442,"361,242","61,167","14,643","2,216",N,N
1289,Tennessee,21,"Mining, quarrying, and oil and gas extraction",Total,193,"1,035,547","172,390",N,"3,358",333,"23,727"
1290,Tennessee,22,Utilities,Total,144,Q,"201,896","48,371","3,256",271,"10,627"
1291,Tennessee,23,Construction,Total,"8,627","22,904,889","4,408,932","958,542","101,770","62,078","3,618,277"
1292,Tennessee,31-33,Manufacturing,Total,"5,823","139,960,482","14,180,536",N,"293,646","6,300","291,508"
1293,Tennessee,42,Wholesale trade,Wholesale Trade,"6,902","169,781,411","6,170,062","1,490,465","112,664","7,325","634,655"
1294,Tennessee,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","5,828","111,718,421","4,863,305","1,151,583","92,537",N,N
1295,Tennessee,42,Wholesale trade,Manufacturers' sales branches and offices,458,"44,363,534","1,058,737","282,346","14,635",N,N
1296,Tennessee,44-45,Retail trade,Total,"22,615","91,641,605","7,420,271","1,815,206","306,078","41,564","2,054,794"
1297,Tennessee,48-49 (104),Transportation and warehousing (104),Total,"4,047","18,039,709","5,168,090","1,227,530","132,825","19,904","1,418,113"
1298,Tennessee,51,Information,Total,"2,489",N,"2,673,682","668,697","48,231","6,623","225,125"
1299,Tennessee,52,Finance and insurance,Total,"9,726",N,"7,171,229","1,915,842","112,241","13,386","895,570"
1300,Tennessee,53,Real estate and rental and leasing,Total,"5,470","6,178,359","1,220,015","294,639","30,593","36,971","3,439,979"
1301,Tennessee,54,"Professional, scientific, and technical services",All establishments,"10,863","14,199,535","6,129,454","1,468,500","104,552","51,975","2,203,985"
1302,Tennessee,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"10,815",D,D,D,l,N,N
1303,Tennessee,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,48,D,D,D,i,N,N
1304,Tennessee,55,Management of companies and enterprises,Total,"1,452","1,403,777","7,705,875","2,054,023","81,987",N,N
1305,Tennessee,56,Administrative and support and waste management and remediation services,Total,"6,572","12,733,804","5,935,798","1,421,634","213,874","50,473","938,021"
1306,Tennessee,61,Educational services,All establishments,878,"615,588","214,260","49,580","8,362","10,331","128,702"
1307,Tennessee,61,Educational services,Establishments subject to federal income tax,700,"525,243","182,016","41,910","6,900",N,N
1308,Tennessee,61,Educational services,Establishments exempt from federal income tax,178,"90,345","32,244","7,670","1,462",N,N
1309,Tennessee,62,Health care and social assistance,All establishments,"14,897","42,383,683","16,227,906","3,864,589","380,453","35,154","1,255,564"
1310,Tennessee,62,Health care and social assistance,Establishments subject to federal income tax,"12,286","24,541,300","9,563,988","2,212,521","220,313",N,N
1311,Tennessee,62,Health care and social assistance,Establishments exempt from federal income tax,"2,611","17,842,383","6,663,918","1,652,068","160,140",N,N
1312,Tennessee,71,"Arts, entertainment, and recreation",All establishments,"2,326","3,355,159","1,150,391","291,891","32,490","27,645","893,182"
1313,Tennessee,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"1,931","2,793,239","934,833","240,746","20,971",N,N
1314,Tennessee,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,395,"561,920","215,558","51,145","11,519",N,N
1315,Tennessee,72,Accommodation and food services,Total,"12,004","12,499,013","3,546,472","837,915","241,348","7,275","275,925"
1316,Tennessee,81,Other services (except public administration),All establishments,"8,117","6,525,842","1,711,393","412,504","55,990","88,890","1,995,888"
1317,Tennessee,81,Other services (except public administration),Establishments subject to federal income tax,"6,521","3,896,024","1,201,136","287,573","44,354",N,N
1318,Tennessee,81,Other services (except public administration),Establishments exempt from federal income tax,"1,596","2,629,818","510,257","124,931","11,636",N,N
1319,Texas,21,"Mining, quarrying, and oil and gas extraction",Total,"7,215","168,726,544","20,417,499",N,"282,266","39,542","3,224,423"
1320,Texas,22,Utilities,Total,"1,953",Q,"4,467,197","1,398,455","52,894","2,634","101,661"
1321,Texas,23,Construction,Total,"34,649","146,169,966","27,842,066","6,378,442","573,225","253,628","15,284,366"
1322,Texas,31-33,Manufacturing,Total,"19,782","702,603,073","42,529,752",N,"767,024","32,514","1,556,933"
1323,Texas,42,Wholesale trade,Wholesale Trade,"32,656","1,129,150,714","31,453,881","7,956,534","496,603","34,800","3,382,636"
1324,Texas,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","27,752","691,242,607","24,826,089","6,126,817","408,692",N,N
1325,Texas,42,Wholesale trade,Manufacturers' sales branches and offices,"1,882","384,163,888","5,457,417","1,559,929","63,327",N,N
1326,Texas,44-45,Retail trade,Total,"78,281","356,116,376","28,835,477","7,047,850","1,150,148","170,859","7,663,188"
1327,Texas,48-49 (104),Transportation and warehousing (104),Total,"16,998","79,793,699","19,206,695","4,793,674","386,767","109,186","8,419,106"
1328,Texas,51,Information,Total,"9,221",N,"16,242,980","4,488,811","230,781","23,224","848,268"
1329,Texas,52,Finance and insurance,Total,"39,037",N,"33,435,861","9,764,946","481,749","71,529","5,427,294"
1330,Texas,53,Real estate and rental and leasing,Total,"26,639","38,757,418","7,751,827","1,904,693","169,941","162,922","15,617,536"
1331,Texas,54,"Professional, scientific, and technical services",All establishments,"62,322","122,086,181","47,256,364","11,433,244","639,561","256,013","13,015,128"
1332,Texas,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"62,085","120,954,506","46,783,603","11,318,591","632,486",N,N
1333,Texas,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,237,"1,131,675","472,761","114,653","7,075",N,N
1334,Texas,55,Management of companies and enterprises,Total,"4,475","9,218,532","34,921,334","10,635,080","288,253",N,N
1335,Texas,56,Administrative and support and waste management and remediation services,Total,"26,076","60,650,417","31,350,736","7,503,338","929,661","216,325","4,388,620"
1336,Texas,61,Educational services,All establishments,"4,530","3,822,776","1,189,639","290,273","39,957","45,029","665,647"
1337,Texas,61,Educational services,Establishments subject to federal income tax,"3,976","3,300,603","1,017,216","247,875","34,321",N,N
1338,Texas,61,Educational services,Establishments exempt from federal income tax,554,"522,173","172,423","42,398","5,636",N,N
1339,Texas,62,Health care and social assistance,All establishments,"61,342","145,035,130","54,570,574","13,205,009","1,345,664","149,968","4,910,751"
1340,Texas,62,Health care and social assistance,Establishments subject to federal income tax,"55,176","93,988,052","36,493,145","8,683,016","945,659",N,N
1341,Texas,62,Health care and social assistance,Establishments exempt from federal income tax,"6,166","51,047,078","18,077,429","4,521,993","400,005",N,N
1342,Texas,71,"Arts, entertainment, and recreation",All establishments,"6,304","10,286,839","3,308,591","791,384","119,132","82,709","1,813,794"
1343,Texas,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"4,966","7,770,744","2,523,555","600,564","83,587",N,N
1344,Texas,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,"1,338","2,516,095","785,036","190,820","35,545",N,N
1345,Texas,72,Accommodation and food services,Total,"48,721","54,480,811","14,743,753","3,572,178","976,390","37,709","1,607,314"
1346,Texas,81,Other services (except public administration),All establishments,"34,116","30,172,182","8,454,469","2,087,374","259,128","305,716","8,355,471"
1347,Texas,81,Other services (except public administration),Establishments subject to federal income tax,"28,255","21,861,374","6,765,605","1,671,103","216,219",N,N
1348,Texas,81,Other services (except public administration),Establishments exempt from federal income tax,"5,861","8,310,808","1,688,864","416,271","42,909",N,N
1349,Utah,21,"Mining, quarrying, and oil and gas extraction",Total,438,"8,210,258","952,027",N,"13,348",572,"45,687"
1350,Utah,22,Utilities,Total,214,Q,"374,644","98,862","4,319",139,"4,274"
1351,Utah,23,Construction,Total,"7,298","16,331,129","2,713,158","594,994","64,516","16,531","940,711"
1352,Utah,31-33,Manufacturing,Total,"3,163","50,046,429","5,762,622",N,"108,264","4,024","159,640"
1353,Utah,42,Wholesale trade,Wholesale Trade,"3,664","43,854,221","2,790,774","685,473","50,741","3,782","261,460"
1354,Utah,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","3,015","30,927,885","2,364,429","579,896","43,523",N,N
1355,Utah,42,Wholesale trade,Manufacturers' sales branches and offices,212,"9,096,576","340,389","85,589","5,043",N,N
1356,Utah,44-45,Retail trade,Total,"9,095","38,024,486","3,334,853","806,927","133,535","20,645","793,409"
1357,Utah,48-49 (104),Transportation and warehousing (104),Total,"2,177","8,847,912","1,957,105","481,560","45,945","5,666","432,751"
1358,Utah,51,Information,Total,"1,414",N,"2,241,073","568,367","37,498","3,854","126,367"
1359,Utah,52,Finance and insurance,Total,"4,865",N,"3,343,768","860,996","52,959","9,195","569,624"
1360,Utah,53,Real estate and rental and leasing,Total,"4,446","3,226,135","604,843","138,710","16,197","29,815","2,461,044"
1361,Utah,54,"Professional, scientific, and technical services",All establishments,"9,009","10,555,077","3,909,003","917,470","76,345","31,656","1,195,850"
1362,Utah,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"8,961","10,415,484","3,860,637","905,792","75,648",N,N
1363,Utah,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,48,"139,593","48,366","11,678",697,N,N
1364,Utah,55,Management of companies and enterprises,Total,483,D,D,D,j,N,N
1365,Utah,56,Administrative and support and waste management and remediation services,Total,"4,007","6,714,308","3,289,069","753,879","108,970","12,658","276,619"
1366,Utah,61,Educational services,All establishments,763,"656,069","228,501","58,677","6,822","6,457","81,913"
1367,Utah,61,Educational services,Establishments subject to federal income tax,697,"613,319","212,630","54,811","6,149",N,N
1368,Utah,61,Educational services,Establishments exempt from federal income tax,66,"42,750","15,871","3,866",673,N,N
1369,Utah,62,Health care and social assistance,All establishments,"7,285","14,521,857","5,020,834","1,210,497","126,175","12,929","371,975"
1370,Utah,62,Health care and social assistance,Establishments subject to federal income tax,"6,601","8,253,618","3,016,832","694,704","77,036",N,N
1371,Utah,62,Health care and social assistance,Establishments exempt from federal income tax,684,"6,268,239","2,004,002","515,793","49,139",N,N
1372,Utah,71,"Arts, entertainment, and recreation",All establishments,923,"1,181,370","400,679","112,916","20,749","10,618","209,372"
1373,Utah,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,790,"982,483","330,257","98,297","17,988",N,N
1374,Utah,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,133,"198,887","70,422","14,619","2,761",N,N
1375,Utah,72,Accommodation and food services,Total,"5,108","4,789,281","1,362,888","326,916","95,933","1,992","103,132"
1376,Utah,81,Other services (except public administration),All establishments,"4,259","2,544,477","723,159","174,116","26,026","27,479","670,253"
1377,Utah,81,Other services (except public administration),Establishments subject to federal income tax,"3,631","1,875,271","549,203","132,753","21,705",N,N
1378,Utah,81,Other services (except public administration),Establishments exempt from federal income tax,628,"669,206","173,956","41,363","4,321",N,N
1379,Vermont,21,"Mining, quarrying, and oil and gas extraction",Total,44,"261,110","27,380",N,548,63,"5,109"
1380,Vermont,22,Utilities,Total,65,Q,D,D,g,72,"5,156"
1381,Vermont,23,Construction,Total,"2,604","3,038,715","658,900","136,141","15,816","9,423","484,158"
1382,Vermont,31-33,Manufacturing,Total,"1,013","9,315,494","1,594,251",N,"31,487","1,890","55,080"
1383,Vermont,42,Wholesale trade,Wholesale Trade,809,"12,850,031","565,552","130,205","10,742",886,"65,191"
1384,Vermont,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices",696,"6,450,076","464,377","113,198","9,464",N,N
1385,Vermont,42,Wholesale trade,Manufacturers' sales branches and offices,46,"5,931,745","89,595","14,486","1,085",N,N
1386,Vermont,44-45,Retail trade,Total,"3,509","9,933,751","967,057","233,674","38,910","4,427","189,990"
1387,Vermont,48-49 (104),Transportation and warehousing (104),Total,486,"677,125","200,358","47,894","5,731","1,186","75,966"
1388,Vermont,51,Information,Total,507,N,"369,603","89,009","6,775",854,"25,315"
1389,Vermont,52,Finance and insurance,Total,990,N,"569,814","161,434","9,039","1,064","63,175"
1390,Vermont,53,Real estate and rental and leasing,Total,741,"509,858","103,592","24,035","3,092","5,328","449,756"
1391,Vermont,54,"Professional, scientific, and technical services",All establishments,"2,113","1,782,043","739,869","169,124","15,948","8,775","319,945"
1392,Vermont,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"2,093","1,762,845","730,918","166,993","15,781",N,N
1393,Vermont,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,20,"19,198","8,951","2,131",167,N,N
1394,Vermont,55,Management of companies and enterprises,Total,97,D,D,D,g,N,N
1395,Vermont,56,Administrative and support and waste management and remediation services,Total,"1,046","581,278","202,685","44,907","7,347","4,522","97,738"
1396,Vermont,61,Educational services,All establishments,249,"131,654","38,235","9,345","1,689","1,944","28,310"
1397,Vermont,61,Educational services,Establishments subject to federal income tax,155,"54,603","21,075","5,179",999,N,N
1398,Vermont,61,Educational services,Establishments exempt from federal income tax,94,"77,051","17,160","4,166",690,N,N
1399,Vermont,62,Health care and social assistance,All establishments,"2,096","4,457,996","1,789,229","431,656","44,198","5,074","149,947"
1400,Vermont,62,Health care and social assistance,Establishments subject to federal income tax,"1,370","1,297,153","578,151","137,029","14,976",N,N
1401,Vermont,62,Health care and social assistance,Establishments exempt from federal income tax,726,"3,160,843","1,211,078","294,627","29,222",N,N
1402,Vermont,71,"Arts, entertainment, and recreation",All establishments,451,"351,962","115,758","31,618","7,147","4,161","79,347"
1403,Vermont,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,286,"233,563","73,723","22,905","5,468",N,N
